T(K)        G8/(RT)
3.26784e+03 -2.11472922e-01
3.27889e+03 -1.77734556e-01
3.28995e+03 -1.44227524e-01
3.30101e+03 -1.10949434e-01
3.31206e+03 -7.78979261e-02
3.32312e+03 -4.50706700e-02
3.33417e+03 -1.24653671e-02
3.34523e+03 1.99202512e-02
3.35628e+03 5.20884239e-02
3.36734e+03 8.40413607e-02
3.37839e+03 1.15781243e-01
3.38945e+03 1.47310222e-01
3.40050e+03 1.78630425e-01
3.41156e+03 2.09743948e-01
3.42261e+03 2.40652863e-01
3.43367e+03 2.71359213e-01
3.44472e+03 3.01865017e-01
3.45578e+03 3.32172268e-01
3.46683e+03 3.62282933e-01
3.47789e+03 3.92198955e-01
3.48894e+03 4.21922251e-01
3.50000e+03 4.51454717e-01
