T(K)        G11/(RT)
2.92513e+03 5.04386997e+00
2.93618e+03 4.94988935e+00
2.94724e+03 4.85665041e+00
2.95829e+03 4.76414458e+00
2.96935e+03 4.67236342e+00
2.98040e+03 4.58129863e+00
2.99146e+03 4.49094202e+00
3.00251e+03 4.40128552e+00
3.01357e+03 4.31232119e+00
3.02462e+03 4.22404120e+00
3.03568e+03 4.13643783e+00
3.04673e+03 4.04950349e+00
3.05779e+03 3.96323069e+00
3.06884e+03 3.87761204e+00
3.07990e+03 3.79264027e+00
3.09095e+03 3.70830822e+00
3.10201e+03 3.62460882e+00
3.11307e+03 3.54153511e+00
3.12412e+03 3.45908021e+00
3.13518e+03 3.37723737e+00
3.14623e+03 3.29599992e+00
3.15729e+03 3.21536126e+00
3.16834e+03 3.13531493e+00
3.17940e+03 3.05585453e+00
3.19045e+03 2.97697376e+00
3.20151e+03 2.89866639e+00
3.21256e+03 2.82092631e+00
3.22362e+03 2.74374746e+00
3.23467e+03 2.66712389e+00
3.24573e+03 2.59104971e+00
3.25678e+03 2.51551913e+00
3.26784e+03 2.44052642e+00
3.27889e+03 2.36606595e+00
3.28995e+03 2.29213215e+00
3.30101e+03 2.21871952e+00
3.31206e+03 2.14582267e+00
3.32312e+03 2.07343623e+00
3.33417e+03 2.00155493e+00
3.34523e+03 1.93017359e+00
3.35628e+03 1.85928705e+00
3.36734e+03 1.78889026e+00
3.37839e+03 1.71897823e+00
3.38945e+03 1.64954601e+00
3.40050e+03 1.58058874e+00
3.41156e+03 1.51210162e+00
3.42261e+03 1.44407991e+00
3.43367e+03 1.37651892e+00
3.44472e+03 1.30941403e+00
3.45578e+03 1.24276070e+00
3.46683e+03 1.17655441e+00
3.47789e+03 1.11079072e+00
3.48894e+03 1.04546525e+00
3.50000e+03 9.80573662e-01
