T(K)        G18/(RT)
2.17337e+03 1.46927837e+01
2.18442e+03 1.46913274e+01
2.19548e+03 1.46898857e+01
2.20653e+03 1.46884584e+01
2.21759e+03 1.46870454e+01
2.22864e+03 1.46856464e+01
2.23970e+03 1.46842612e+01
2.25075e+03 1.46828897e+01
2.26181e+03 1.46815315e+01
2.27286e+03 1.46801865e+01
2.28392e+03 1.46788546e+01
2.29497e+03 1.46775355e+01
2.30603e+03 1.46762290e+01
2.31709e+03 1.46749350e+01
2.32814e+03 1.46736533e+01
2.33920e+03 1.46723837e+01
2.35025e+03 1.46711261e+01
2.36131e+03 1.46698802e+01
2.37236e+03 1.46686460e+01
2.38342e+03 1.46674232e+01
2.39447e+03 1.46662116e+01
2.40553e+03 1.46650113e+01
2.41658e+03 1.46638219e+01
2.42764e+03 1.46626433e+01
2.43869e+03 1.46614754e+01
2.44975e+03 1.46603181e+01
2.46080e+03 1.46591711e+01
2.47186e+03 1.46580345e+01
2.48291e+03 1.46569079e+01
2.49397e+03 1.46557913e+01
2.50503e+03 1.46546846e+01
2.51608e+03 1.46535876e+01
2.52714e+03 1.46525002e+01
2.53819e+03 1.46514223e+01
2.54925e+03 1.46503538e+01
2.56030e+03 1.46492944e+01
2.57136e+03 1.46482442e+01
2.58241e+03 1.46472029e+01
2.59347e+03 1.46461706e+01
2.60452e+03 1.46451470e+01
2.61558e+03 1.46441320e+01
2.62663e+03 1.46431256e+01
2.63769e+03 1.46421277e+01
2.64874e+03 1.46411380e+01
2.65980e+03 1.46401566e+01
2.67085e+03 1.46391833e+01
2.68191e+03 1.46382181e+01
2.69296e+03 1.46372607e+01
2.70402e+03 1.46363112e+01
2.71508e+03 1.46353695e+01
2.72613e+03 1.46344353e+01
2.73719e+03 1.46335087e+01
2.74824e+03 1.46325896e+01
2.75930e+03 1.46316778e+01
2.77035e+03 1.46307733e+01
2.78141e+03 1.46298760e+01
2.79246e+03 1.46289858e+01
2.80352e+03 1.46281027e+01
2.81457e+03 1.46272264e+01
2.82563e+03 1.46263570e+01
2.83668e+03 1.46254944e+01
2.84774e+03 1.46246385e+01
2.85879e+03 1.46237892e+01
2.86985e+03 1.46229465e+01
2.88090e+03 1.46221102e+01
2.89196e+03 1.46212803e+01
2.90302e+03 1.46204568e+01
2.91407e+03 1.46196394e+01
2.92513e+03 1.46188283e+01
2.93618e+03 1.46180233e+01
2.94724e+03 1.46172243e+01
2.95829e+03 1.46164313e+01
2.96935e+03 1.46156442e+01
2.98040e+03 1.46148629e+01
2.99146e+03 1.46140874e+01
3.00251e+03 1.46133176e+01
3.01357e+03 1.46125535e+01
3.02462e+03 1.46117949e+01
3.03568e+03 1.46110419e+01
3.04673e+03 1.46102943e+01
3.05779e+03 1.46095521e+01
3.06884e+03 1.46088153e+01
3.07990e+03 1.46080838e+01
3.09095e+03 1.46073575e+01
3.10201e+03 1.46066364e+01
3.11307e+03 1.46059204e+01
3.12412e+03 1.46052095e+01
3.13518e+03 1.46045036e+01
3.14623e+03 1.46038026e+01
3.15729e+03 1.46031066e+01
3.16834e+03 1.46024154e+01
3.17940e+03 1.46017290e+01
3.19045e+03 1.46010474e+01
3.20151e+03 1.46003705e+01
3.21256e+03 1.45996983e+01
3.22362e+03 1.45990306e+01
3.23467e+03 1.45983675e+01
3.24573e+03 1.45977090e+01
3.25678e+03 1.45970549e+01
3.26784e+03 1.45964052e+01
3.27889e+03 1.45957599e+01
3.28995e+03 1.45951190e+01
3.30101e+03 1.45944823e+01
3.31206e+03 1.45938499e+01
3.32312e+03 1.45932217e+01
3.33417e+03 1.45925977e+01
3.34523e+03 1.45919778e+01
3.35628e+03 1.45913620e+01
3.36734e+03 1.45907502e+01
3.37839e+03 1.45901424e+01
3.38945e+03 1.45895386e+01
3.40050e+03 1.45889387e+01
3.41156e+03 1.45883427e+01
3.42261e+03 1.45877506e+01
3.43367e+03 1.45871623e+01
3.44472e+03 1.45865777e+01
3.45578e+03 1.45859969e+01
3.46683e+03 1.45854198e+01
3.47789e+03 1.45848463e+01
3.48894e+03 1.45842765e+01
3.50000e+03 1.45837103e+01
