T(K)        G9/(RT)
3.23467e+03 -2.43519523e+01
3.24573e+03 -2.43470556e+01
3.25678e+03 -2.43421763e+01
3.26784e+03 -2.43373142e+01
3.27889e+03 -2.43324691e+01
3.28995e+03 -2.43276410e+01
3.30101e+03 -2.43228296e+01
3.31206e+03 -2.43180347e+01
3.32312e+03 -2.43132563e+01
3.33417e+03 -2.43084942e+01
3.34523e+03 -2.43037482e+01
3.35628e+03 -2.42990182e+01
3.36734e+03 -2.42943040e+01
3.37839e+03 -2.42896055e+01
3.38945e+03 -2.42849225e+01
3.40050e+03 -2.42802550e+01
3.41156e+03 -2.42756027e+01
3.42261e+03 -2.42709655e+01
3.43367e+03 -2.42663432e+01
3.44472e+03 -2.42617359e+01
3.45578e+03 -2.42571432e+01
3.46683e+03 -2.42525651e+01
3.47789e+03 -2.42480014e+01
3.48894e+03 -2.42434520e+01
3.50000e+03 -2.42389168e+01
