T(K)        G4/(RT)
2.11809e+03 -1.45656097e+01
2.12915e+03 -1.44395144e+01
2.14020e+03 -1.43147217e+01
2.15126e+03 -1.41912117e+01
2.16231e+03 -1.40689645e+01
2.17337e+03 -1.39479611e+01
2.18442e+03 -1.38281825e+01
2.19548e+03 -1.37096101e+01
2.20653e+03 -1.35922259e+01
2.21759e+03 -1.34760120e+01
2.22864e+03 -1.33609512e+01
2.23970e+03 -1.32470262e+01
2.25075e+03 -1.31342204e+01
2.26181e+03 -1.30225173e+01
2.27286e+03 -1.29119009e+01
2.28392e+03 -1.28023554e+01
2.29497e+03 -1.26938652e+01
2.30603e+03 -1.25864153e+01
2.31709e+03 -1.24799907e+01
2.32814e+03 -1.23745769e+01
2.33920e+03 -1.22701594e+01
2.35025e+03 -1.21667242e+01
2.36131e+03 -1.20642576e+01
2.37236e+03 -1.19627460e+01
2.38342e+03 -1.18621761e+01
2.39447e+03 -1.17625349e+01
2.40553e+03 -1.16638095e+01
2.41658e+03 -1.15659874e+01
2.42764e+03 -1.14690562e+01
2.43869e+03 -1.13730039e+01
2.44975e+03 -1.12778185e+01
2.46080e+03 -1.11834884e+01
2.47186e+03 -1.10900020e+01
2.48291e+03 -1.09973482e+01
2.49397e+03 -1.09055158e+01
2.50503e+03 -1.08144939e+01
2.51608e+03 -1.07242719e+01
2.52714e+03 -1.06348393e+01
2.53819e+03 -1.05461857e+01
2.54925e+03 -1.04583011e+01
2.56030e+03 -1.03711754e+01
2.57136e+03 -1.02847989e+01
2.58241e+03 -1.01991620e+01
2.59347e+03 -1.01142552e+01
2.60452e+03 -1.00300691e+01
2.61558e+03 -9.94659472e+00
2.62663e+03 -9.86382301e+00
2.63769e+03 -9.78174513e+00
2.64874e+03 -9.70035241e+00
2.65980e+03 -9.61963629e+00
2.67085e+03 -9.53958838e+00
2.68191e+03 -9.46020041e+00
2.69296e+03 -9.38146425e+00
2.70402e+03 -9.30337191e+00
2.71508e+03 -9.22591553e+00
2.72613e+03 -9.14908736e+00
2.73719e+03 -9.07287980e+00
2.74824e+03 -8.99728536e+00
2.75930e+03 -8.92229666e+00
2.77035e+03 -8.84790646e+00
2.78141e+03 -8.77410762e+00
2.79246e+03 -8.70089311e+00
2.80352e+03 -8.62825602e+00
2.81457e+03 -8.55618955e+00
2.82563e+03 -8.48468701e+00
2.83668e+03 -8.41374179e+00
2.84774e+03 -8.34334740e+00
2.85879e+03 -8.27349746e+00
2.86985e+03 -8.20418568e+00
2.88090e+03 -8.13540585e+00
2.89196e+03 -8.06715188e+00
2.90302e+03 -7.99941777e+00
2.91407e+03 -7.93219758e+00
2.92513e+03 -7.86548551e+00
2.93618e+03 -7.79927579e+00
2.94724e+03 -7.73356280e+00
2.95829e+03 -7.66834095e+00
2.96935e+03 -7.60360476e+00
2.98040e+03 -7.53934882e+00
2.99146e+03 -7.47556781e+00
3.00251e+03 -7.41225649e+00
3.01357e+03 -7.34940968e+00
3.02462e+03 -7.28702230e+00
3.03568e+03 -7.22508932e+00
3.04673e+03 -7.16360579e+00
3.05779e+03 -7.10256684e+00
3.06884e+03 -7.04196767e+00
3.07990e+03 -6.98180355e+00
3.09095e+03 -6.92206979e+00
3.10201e+03 -6.86276180e+00
3.11307e+03 -6.80387505e+00
3.12412e+03 -6.74540507e+00
3.13518e+03 -6.68734743e+00
3.14623e+03 -6.62969781e+00
3.15729e+03 -6.57245191e+00
3.16834e+03 -6.51560550e+00
3.17940e+03 -6.45915442e+00
3.19045e+03 -6.40309456e+00
3.20151e+03 -6.34742187e+00
3.21256e+03 -6.29213234e+00
3.22362e+03 -6.23722204e+00
3.23467e+03 -6.18268708e+00
3.24573e+03 -6.12852362e+00
3.25678e+03 -6.07472788e+00
3.26784e+03 -6.02129613e+00
3.27889e+03 -5.96822469e+00
3.28995e+03 -5.91550992e+00
3.30101e+03 -5.86314824e+00
3.31206e+03 -5.81113612e+00
3.32312e+03 -5.75947006e+00
3.33417e+03 -5.70814662e+00
3.34523e+03 -5.65716241e+00
3.35628e+03 -5.60651407e+00
3.36734e+03 -5.55619831e+00
3.37839e+03 -5.50621184e+00
3.38945e+03 -5.45655145e+00
3.40050e+03 -5.40721396e+00
3.41156e+03 -5.35819623e+00
3.42261e+03 -5.30949516e+00
3.43367e+03 -5.26110770e+00
3.44472e+03 -5.21303082e+00
3.45578e+03 -5.16526154e+00
3.46683e+03 -5.11779692e+00
3.47789e+03 -5.07063405e+00
3.48894e+03 -5.02377007e+00
3.50000e+03 -4.97720215e+00
