T(K)        G19/(RT)
2.04070e+03 2.91169121e+01
2.05176e+03 2.90723065e+01
2.06281e+03 2.90281321e+01
2.07387e+03 2.89843824e+01
2.08492e+03 2.89410509e+01
2.09598e+03 2.88981311e+01
2.10704e+03 2.88556169e+01
2.11809e+03 2.88135021e+01
2.12915e+03 2.87717807e+01
2.14020e+03 2.87304469e+01
2.15126e+03 2.86894949e+01
2.16231e+03 2.86489191e+01
2.17337e+03 2.86087140e+01
2.18442e+03 2.85688741e+01
2.19548e+03 2.85293942e+01
2.20653e+03 2.84902691e+01
2.21759e+03 2.84514937e+01
2.22864e+03 2.84130630e+01
2.23970e+03 2.83749721e+01
2.25075e+03 2.83372161e+01
2.26181e+03 2.82997905e+01
2.27286e+03 2.82626905e+01
2.28392e+03 2.82259116e+01
2.29497e+03 2.81894494e+01
2.30603e+03 2.81532995e+01
2.31709e+03 2.81174577e+01
2.32814e+03 2.80819196e+01
2.33920e+03 2.80466813e+01
2.35025e+03 2.80117387e+01
2.36131e+03 2.79770877e+01
2.37236e+03 2.79427246e+01
2.38342e+03 2.79086453e+01
2.39447e+03 2.78748463e+01
2.40553e+03 2.78413238e+01
2.41658e+03 2.78080741e+01
2.42764e+03 2.77750937e+01
2.43869e+03 2.77423791e+01
2.44975e+03 2.77099269e+01
2.46080e+03 2.76777336e+01
2.47186e+03 2.76457960e+01
2.48291e+03 2.76141108e+01
2.49397e+03 2.75826748e+01
2.50503e+03 2.75515043e+01
2.51608e+03 2.75205570e+01
2.52714e+03 2.74898496e+01
2.53819e+03 2.74593791e+01
2.54925e+03 2.74291425e+01
2.56030e+03 2.73991370e+01
2.57136e+03 2.73693597e+01
2.58241e+03 2.73398079e+01
2.59347e+03 2.73104787e+01
2.60452e+03 2.72813695e+01
2.61558e+03 2.72524776e+01
2.62663e+03 2.72238004e+01
2.63769e+03 2.71953354e+01
2.64874e+03 2.71670799e+01
2.65980e+03 2.71390315e+01
2.67085e+03 2.71111878e+01
2.68191e+03 2.70835464e+01
2.69296e+03 2.70561047e+01
2.70402e+03 2.70288607e+01
2.71508e+03 2.70018118e+01
2.72613e+03 2.69749559e+01
2.73719e+03 2.69482907e+01
2.74824e+03 2.69218141e+01
2.75930e+03 2.68955238e+01
2.77035e+03 2.68694178e+01
2.78141e+03 2.68434939e+01
2.79246e+03 2.68177501e+01
2.80352e+03 2.67921843e+01
2.81457e+03 2.67667946e+01
2.82563e+03 2.67415790e+01
2.83668e+03 2.67165355e+01
2.84774e+03 2.66916622e+01
2.85879e+03 2.66669573e+01
2.86985e+03 2.66424188e+01
2.88090e+03 2.66180450e+01
2.89196e+03 2.65938340e+01
2.90302e+03 2.65697841e+01
2.91407e+03 2.65458935e+01
2.92513e+03 2.65221605e+01
2.93618e+03 2.64985833e+01
2.94724e+03 2.64751604e+01
2.95829e+03 2.64518900e+01
2.96935e+03 2.64287706e+01
2.98040e+03 2.64058005e+01
2.99146e+03 2.63829781e+01
3.00251e+03 2.63603020e+01
3.01357e+03 2.63377704e+01
3.02462e+03 2.63153820e+01
3.03568e+03 2.62931352e+01
3.04673e+03 2.62710286e+01
3.05779e+03 2.62490606e+01
3.06884e+03 2.62272300e+01
3.07990e+03 2.62055351e+01
3.09095e+03 2.61839748e+01
3.10201e+03 2.61625475e+01
3.11307e+03 2.61412519e+01
3.12412e+03 2.61200867e+01
3.13518e+03 2.60990506e+01
3.14623e+03 2.60781422e+01
3.15729e+03 2.60573602e+01
3.16834e+03 2.60367035e+01
3.17940e+03 2.60161707e+01
3.19045e+03 2.59957606e+01
3.20151e+03 2.59754720e+01
3.21256e+03 2.59553037e+01
3.22362e+03 2.59352545e+01
3.23467e+03 2.59153231e+01
3.24573e+03 2.58955086e+01
3.25678e+03 2.58758097e+01
3.26784e+03 2.58562252e+01
3.27889e+03 2.58367542e+01
3.28995e+03 2.58173954e+01
3.30101e+03 2.57981478e+01
3.31206e+03 2.57790103e+01
3.32312e+03 2.57599819e+01
3.33417e+03 2.57410615e+01
3.34523e+03 2.57222481e+01
3.35628e+03 2.57035406e+01
3.36734e+03 2.56849382e+01
3.37839e+03 2.56664396e+01
3.38945e+03 2.56480441e+01
3.40050e+03 2.56297506e+01
3.41156e+03 2.56115581e+01
3.42261e+03 2.55934657e+01
3.43367e+03 2.55754725e+01
3.44472e+03 2.55575776e+01
3.45578e+03 2.55397800e+01
3.46683e+03 2.55220788e+01
3.47789e+03 2.55044732e+01
3.48894e+03 2.54869622e+01
3.50000e+03 2.54695451e+01
