T(K)        G10/(RT)
1.98543e+03 -8.26140149e+00
1.99648e+03 -8.17701803e+00
2.00754e+03 -8.09355678e+00
2.01859e+03 -8.01100270e+00
2.02965e+03 -7.92934108e+00
2.04070e+03 -7.84855751e+00
2.05176e+03 -7.76863791e+00
2.06281e+03 -7.68956848e+00
2.07387e+03 -7.61133571e+00
2.08492e+03 -7.53392638e+00
2.09598e+03 -7.45732756e+00
2.10704e+03 -7.38152657e+00
2.11809e+03 -7.30651100e+00
2.12915e+03 -7.23226868e+00
2.14020e+03 -7.15878772e+00
2.15126e+03 -7.08605643e+00
2.16231e+03 -7.01406341e+00
2.17337e+03 -6.94279744e+00
2.18442e+03 -6.87224755e+00
2.19548e+03 -6.80240298e+00
2.20653e+03 -6.73325320e+00
2.21759e+03 -6.66478786e+00
2.22864e+03 -6.59699684e+00
2.23970e+03 -6.52987020e+00
2.25075e+03 -6.46339820e+00
2.26181e+03 -6.39757129e+00
2.27286e+03 -6.33238010e+00
2.28392e+03 -6.26781545e+00
2.29497e+03 -6.20386833e+00
2.30603e+03 -6.14052988e+00
2.31709e+03 -6.07779144e+00
2.32814e+03 -6.01564449e+00
2.33920e+03 -5.95408069e+00
2.35025e+03 -5.89309183e+00
2.36131e+03 -5.83266987e+00
2.37236e+03 -5.77280692e+00
2.38342e+03 -5.71349523e+00
2.39447e+03 -5.65472718e+00
2.40553e+03 -5.59649531e+00
2.41658e+03 -5.53879227e+00
2.42764e+03 -5.48161087e+00
2.43869e+03 -5.42494403e+00
2.44975e+03 -5.36878481e+00
2.46080e+03 -5.31312638e+00
2.47186e+03 -5.25796203e+00
2.48291e+03 -5.20328519e+00
2.49397e+03 -5.14908938e+00
2.50503e+03 -5.09535852e+00
2.51608e+03 -5.04210594e+00
2.52714e+03 -4.98931566e+00
2.53819e+03 -4.93698165e+00
2.54925e+03 -4.88509797e+00
2.56030e+03 -4.83365880e+00
2.57136e+03 -4.78265839e+00
2.58241e+03 -4.73209113e+00
2.59347e+03 -4.68195147e+00
2.60452e+03 -4.63223397e+00
2.61558e+03 -4.58293326e+00
2.62663e+03 -4.53404410e+00
2.63769e+03 -4.48556129e+00
2.64874e+03 -4.43747976e+00
2.65980e+03 -4.38979448e+00
2.67085e+03 -4.34250054e+00
2.68191e+03 -4.29559308e+00
2.69296e+03 -4.24906735e+00
2.70402e+03 -4.20291865e+00
2.71508e+03 -4.15714237e+00
2.72613e+03 -4.11173397e+00
2.73719e+03 -4.06668897e+00
2.74824e+03 -4.02200299e+00
2.75930e+03 -3.97767170e+00
2.77035e+03 -3.93369083e+00
2.78141e+03 -3.89005620e+00
2.79246e+03 -3.84676368e+00
2.80352e+03 -3.80380921e+00
2.81457e+03 -3.76118878e+00
2.82563e+03 -3.71889847e+00
2.83668e+03 -3.67693440e+00
2.84774e+03 -3.63529275e+00
2.85879e+03 -3.59396975e+00
2.86985e+03 -3.55296171e+00
2.88090e+03 -3.51226499e+00
2.89196e+03 -3.47187599e+00
2.90302e+03 -3.43179118e+00
2.91407e+03 -3.39200707e+00
2.92513e+03 -3.35252023e+00
2.93618e+03 -3.31332728e+00
2.94724e+03 -3.27442489e+00
2.95829e+03 -3.23580978e+00
2.96935e+03 -3.19747871e+00
2.98040e+03 -3.15942851e+00
2.99146e+03 -3.12165602e+00
3.00251e+03 -3.08415816e+00
3.01357e+03 -3.04693187e+00
3.02462e+03 -3.00997416e+00
3.03568e+03 -2.97328205e+00
3.04673e+03 -2.93685263e+00
3.05779e+03 -2.90068302e+00
3.06884e+03 -2.86477038e+00
3.07990e+03 -2.82911191e+00
3.09095e+03 -2.79370486e+00
3.10201e+03 -2.75854651e+00
3.11307e+03 -2.72363417e+00
3.12412e+03 -2.68896520e+00
3.13518e+03 -2.65453699e+00
3.14623e+03 -2.62034698e+00
3.15729e+03 -2.58639262e+00
3.16834e+03 -2.55267142e+00
3.17940e+03 -2.51918090e+00
3.19045e+03 -2.48591864e+00
3.20151e+03 -2.45288223e+00
3.21256e+03 -2.42006930e+00
3.22362e+03 -2.38747753e+00
3.23467e+03 -2.35510459e+00
3.24573e+03 -2.32294823e+00
3.25678e+03 -2.29100620e+00
3.26784e+03 -2.25927627e+00
3.27889e+03 -2.22775628e+00
3.28995e+03 -2.19644406e+00
3.30101e+03 -2.16533748e+00
3.31206e+03 -2.13443444e+00
3.32312e+03 -2.10373288e+00
3.33417e+03 -2.07323075e+00
3.34523e+03 -2.04292603e+00
3.35628e+03 -2.01281672e+00
3.36734e+03 -1.98290086e+00
3.37839e+03 -1.95317651e+00
3.38945e+03 -1.92364174e+00
3.40050e+03 -1.89429468e+00
3.41156e+03 -1.86513344e+00
3.42261e+03 -1.83615619e+00
3.43367e+03 -1.80736110e+00
3.44472e+03 -1.77874637e+00
3.45578e+03 -1.75031023e+00
3.46683e+03 -1.72205093e+00
3.47789e+03 -1.69396672e+00
3.48894e+03 -1.66605590e+00
3.50000e+03 -1.63831678e+00
