T(K)        G5/(RT)
2.63769e+03 2.91243057e-01
2.64874e+03 3.14778328e-01
2.65980e+03 3.38109825e-01
2.67085e+03 3.61240147e-01
2.68191e+03 3.84171843e-01
2.69296e+03 4.06907425e-01
2.70402e+03 4.29449358e-01
2.71508e+03 4.51800070e-01
2.72613e+03 4.73961947e-01
2.73719e+03 4.95937336e-01
2.74824e+03 5.17728544e-01
2.75930e+03 5.39337841e-01
2.77035e+03 5.60767462e-01
2.78141e+03 5.82019604e-01
2.79246e+03 6.03096426e-01
2.80352e+03 6.24000058e-01
2.81457e+03 6.44732590e-01
2.82563e+03 6.65296082e-01
2.83668e+03 6.85692559e-01
2.84774e+03 7.05924017e-01
2.85879e+03 7.25992417e-01
2.86985e+03 7.45899691e-01
2.88090e+03 7.65647741e-01
2.89196e+03 7.85238437e-01
2.90302e+03 8.04673623e-01
2.91407e+03 8.23955112e-01
2.92513e+03 8.43084689e-01
2.93618e+03 8.62064114e-01
2.94724e+03 8.80895117e-01
2.95829e+03 8.99579404e-01
2.96935e+03 9.18118652e-01
2.98040e+03 9.36514516e-01
2.99146e+03 9.54768624e-01
3.00251e+03 9.72882580e-01
3.01357e+03 9.90857963e-01
3.02462e+03 1.00869633e+00
3.03568e+03 1.02639921e+00
3.04673e+03 1.04396812e+00
3.05779e+03 1.06140455e+00
3.06884e+03 1.07870995e+00
3.07990e+03 1.09588578e+00
3.09095e+03 1.11293346e+00
3.10201e+03 1.12985439e+00
3.11307e+03 1.14664995e+00
3.12412e+03 1.16332151e+00
3.13518e+03 1.17987040e+00
3.14623e+03 1.19629796e+00
3.15729e+03 1.21260548e+00
3.16834e+03 1.22879424e+00
3.17940e+03 1.24486553e+00
3.19045e+03 1.26082058e+00
3.20151e+03 1.27666062e+00
3.21256e+03 1.29238688e+00
3.22362e+03 1.30800055e+00
3.23467e+03 1.32350281e+00
3.24573e+03 1.33889481e+00
3.25678e+03 1.35417772e+00
3.26784e+03 1.36935266e+00
3.27889e+03 1.38442075e+00
3.28995e+03 1.39938308e+00
3.30101e+03 1.41424075e+00
3.31206e+03 1.42899483e+00
3.32312e+03 1.44364636e+00
3.33417e+03 1.45819640e+00
3.34523e+03 1.47264597e+00
3.35628e+03 1.48699608e+00
3.36734e+03 1.50124773e+00
3.37839e+03 1.51540192e+00
3.38945e+03 1.52945960e+00
3.40050e+03 1.54342176e+00
3.41156e+03 1.55728932e+00
3.42261e+03 1.57106323e+00
3.43367e+03 1.58474441e+00
3.44472e+03 1.59833376e+00
3.45578e+03 1.61183220e+00
3.46683e+03 1.62524060e+00
3.47789e+03 1.63855984e+00
3.48894e+03 1.65179078e+00
3.50000e+03 1.66493429e+00
