T(K)        G14/(RT)
3.01357e+03 -6.94955374e+00
3.02462e+03 -7.01752121e+00
3.03568e+03 -7.08492805e+00
3.04673e+03 -7.15178071e+00
3.05779e+03 -7.21808554e+00
3.06884e+03 -7.28384878e+00
3.07990e+03 -7.34907659e+00
3.09095e+03 -7.41377506e+00
3.10201e+03 -7.47795015e+00
3.11307e+03 -7.54160777e+00
3.12412e+03 -7.60475373e+00
3.13518e+03 -7.66739376e+00
3.14623e+03 -7.72953351e+00
3.15729e+03 -7.79117855e+00
3.16834e+03 -7.85233436e+00
3.17940e+03 -7.91300636e+00
3.19045e+03 -7.97319988e+00
3.20151e+03 -8.03292019e+00
3.21256e+03 -8.09217247e+00
3.22362e+03 -8.15096184e+00
3.23467e+03 -8.20929334e+00
3.24573e+03 -8.26717195e+00
3.25678e+03 -8.32460258e+00
3.26784e+03 -8.38159006e+00
3.27889e+03 -8.43813916e+00
3.28995e+03 -8.49425461e+00
3.30101e+03 -8.54994103e+00
3.31206e+03 -8.60520302e+00
3.32312e+03 -8.66004509e+00
3.33417e+03 -8.71447170e+00
3.34523e+03 -8.76848725e+00
3.35628e+03 -8.82209609e+00
3.36734e+03 -8.87530249e+00
3.37839e+03 -8.92811069e+00
3.38945e+03 -8.98052485e+00
3.40050e+03 -9.03254909e+00
3.41156e+03 -9.08418747e+00
3.42261e+03 -9.13544400e+00
3.43367e+03 -9.18632264e+00
3.44472e+03 -9.23682728e+00
3.45578e+03 -9.28696180e+00
3.46683e+03 -9.33672999e+00
3.47789e+03 -9.38613560e+00
3.48894e+03 -9.43518235e+00
3.50000e+03 -9.48387389e+00
